id,title,youtube_url,created_at,language_code,author_name,start_time,end_time
216,Gleaming Words - Endurance until Success,https://www.youtube.com/watch?v=JQM9QVwrFNg&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=27,2026-06-11 21:52:31.945197+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2900
217,Gleaming Words - Repentance: Its Meaning and its Challenges,https://www.youtube.com/watch?v=Vhz0dckpfBQ&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=28,2026-06-11 21:52:31.945197+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2723
218,Gleaming Words - Attributes of a Believer,https://www.youtube.com/watch?v=5pVZJ4Pgyt4&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=29,2026-06-11 21:52:31.945197+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1305
219,Gleaming Words - The Theory of the Council of Jurists,https://www.youtube.com/watch?v=EgUZks89R-c&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=30,2026-06-11 21:52:31.945197+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1674
220,Gleaming Words - Taking Advantage of Holidays,https://www.youtube.com/watch?v=pGzC1a0z3K0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=31,2026-06-11 21:54:33.064111+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2676
221,Gleaming Words - Rights in Divine Law,https://www.youtube.com/watch?v=aOHhfFWuvlA&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=32,2026-06-11 21:54:33.064111+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2044
222,Implementing the Holy Qur’an,https://www.youtube.com/watch?v=7y3mEmsGPfo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=33,2026-06-11 21:54:33.064111+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1203
223,كلمات مضيئة - أربعة أنظمة,https://www.youtube.com/watch?v=RL6DEbiHtQY&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=10,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,1354
224,كلمات مضيئة - رؤية الجنة,https://www.youtube.com/watch?v=wB3-xundk4g&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=11,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1652
225,النجاح أعظم نعمة,https://www.youtube.com/watch?v=7KGGJqR-ZHo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=12,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1398
226,المشاركة في شعائر الإمام الحسين (ع),https://www.youtube.com/watch?v=qeGdbOPzfC8&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=13,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2688
227,كلمات مضيئة - عوامل تؤدي إلى النجاح,https://www.youtube.com/watch?v=2hwpv8jgCV0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=14,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1700
228,كلمات مضيئة - كيف ينبغي أن ننظر إلى الحياة,https://www.youtube.com/watch?v=07RzCa7NHtM&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=16,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1935
229,كلمات مضيئة - مفتاح السعادة والازدهار,https://www.youtube.com/watch?v=9OwUE6HwCdo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=17,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2578
230,لنعمل من أجل الله,https://www.youtube.com/watch?v=IbyQQm0rrYs&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=18,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1053
231,عظمة العفة,https://www.youtube.com/watch?v=HPKI5ILzHrE&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=19,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1541
232,كلمات مضيئة - بضع كلمات حول الدعاء,https://www.youtube.com/watch?v=6ggcKXJHq3M&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=20,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1754
233,كلمات مضيئة - رحمة الله الخاصة,https://www.youtube.com/watch?v=kCrHEoPVg3I&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=21,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1627
234,كلمات مضيئة - بشارة وتحذير,https://www.youtube.com/watch?v=mEBR_YzEocc&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=22,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1742
235,كلمات مضيئة - تعبئة المسلمين ودفعهم إلى التقدم,https://www.youtube.com/watch?v=ISWhj_lfGt0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=23,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2752
236,كلمات مضيئة - الدوافع وراء الأعمال,https://www.youtube.com/watch?v=dFkMVAUJ5w8&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=24,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1367
237,كلمات مضيئة - الزهد وآثاره,https://www.youtube.com/watch?v=7KE9bsRH7bQ&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=25,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2000
238,كلمات مضيئة - الرأي العام,https://www.youtube.com/watch?v=OmyanMYD6rk&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=26,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2665
239,كلمات مضيئة - الصمود حتى النجاح,https://www.youtube.com/watch?v=JQM9QVwrFNg&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=27,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2900
240,كلمات مضيئة - التوبة: معناها وتحدياتها,https://www.youtube.com/watch?v=Vhz0dckpfBQ&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=28,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2723
241,كلمات مضيئة - صفات المؤمن,https://www.youtube.com/watch?v=5pVZJ4Pgyt4&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=29,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1305
242,كلمات مضيئة - نظرية شورى الفقهاء,https://www.youtube.com/watch?v=EgUZks89R-c&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=30,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1674
243,كلمات مضيئة - الاستفادة من العطل,https://www.youtube.com/watch?v=pGzC1a0z3K0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=31,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2676
244,كلمات مضيئة - الحقوق في الشريعة الإلهية,https://www.youtube.com/watch?v=aOHhfFWuvlA&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=32,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2044
245,تطبيق القرآن الكريم,https://www.youtube.com/watch?v=7y3mEmsGPfo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=33,2026-06-11 22:02:48.416963+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1203
246,Dua Kumail,https://youtu.be/zsG66Mm7bDg?si=qFjOMyFrtnDlvEGt,2026-06-13 23:34:36.195364+00,de,Abather Alhalwachi,,
247,Dua Kumayl,https://youtu.be/zsG66Mm7bDg?si=qFjOMyFrtnDlvEGt,2026-06-13 23:34:36.195364+00,en,Abather Alhalwachi,,
248,دعاء كميل,https://youtu.be/zsG66Mm7bDg?si=qFjOMyFrtnDlvEGt,2026-06-13 23:34:36.195364+00,ar,Abather Alhalwachi,,
249,Dua Tuwassul,https://www.youtube.com/watch?v=gIWWLYAXQMQ,2026-06-14 17:42:36.944806+00,en,Abather Alhalwachi,,
250,Dua Tuwassul,https://www.youtube.com/watch?v=gIWWLYAXQMQ,2026-06-14 17:42:36.944806+00,de,Abather Alhalwachi,,
251,دعاء التوسل,https://www.youtube.com/watch?v=gIWWLYAXQMQ,2026-06-14 17:42:36.944806+00,ar,Abather Alhalwachi,,
252,Dua Mashlool,https://www.youtube.com/watch?v=XperxBHUET4,2026-06-14 17:45:04.921448+00,de,Abather Alhalwachi,,
253,Dua Mashlool,https://www.youtube.com/watch?v=XperxBHUET4,2026-06-14 17:45:04.921448+00,en,Abather Alhalwachi,,
254,دعاء المشلول,https://www.youtube.com/watch?v=XperxBHUET4,2026-06-14 17:45:04.921448+00,ar,Abather Alhalwachi,,
255,Dua Al Nodbah,https://www.youtube.com/watch?v=5lzjK71AitE&list=RD5lzjK71AitE&start_radio=1,2026-06-14 17:46:42.533247+00,de,Abather Alhalwachi,,
256,Dua Al Nodbah,https://www.youtube.com/watch?v=5lzjK71AitE&list=RD5lzjK71AitE&start_radio=1,2026-06-14 17:46:42.533247+00,en,Abather Alhalwachi,,
257,دعاء الندبة,https://www.youtube.com/watch?v=5lzjK71AitE&list=RD5lzjK71AitE&start_radio=1,2026-06-14 17:46:42.533247+00,ar,Abather Alhalwachi,,
258,Dua Yastasheer,https://www.youtube.com/watch?v=S8j1tfaqGEA&list=RDS8j1tfaqGEA&start_radio=1,2026-06-14 17:48:35.365069+00,en,Abather Alhalwachi,,
259,Dua Yastasheer,https://www.youtube.com/watch?v=S8j1tfaqGEA&list=RDS8j1tfaqGEA&start_radio=1,2026-06-14 17:48:35.365069+00,de,Abather Alhalwachi,,
260,دعاء يستشير,https://www.youtube.com/watch?v=S8j1tfaqGEA&list=RDS8j1tfaqGEA&start_radio=1,2026-06-14 17:48:35.365069+00,ar,Abather Alhalwachi,,
261,HADITH AL-KESAA,https://www.youtube.com/watch?v=Pvf8-bUkUDc,2026-06-14 17:50:11.699694+00,de,Abather Alhalwachi,,
262,HADITH AL-KESAA,https://www.youtube.com/watch?v=Pvf8-bUkUDc,2026-06-14 17:50:11.699694+00,en,Abather Alhalwachi,,
263,حديث الكساء - الحاج أباذر الحلواجي,https://www.youtube.com/watch?v=Pvf8-bUkUDc,2026-06-14 17:50:11.699694+00,ar,Abather Alhalwachi,,
264,Ziyarat Ale-Yaseen,https://www.youtube.com/watch?v=0N3Nc-i4vbk&list=RD0N3Nc-i4vbk&start_radio=1,2026-06-14 17:59:54.289721+00,de,Abather Alhalwachi,,
265,Ziyarat Ale-Yaseen,https://www.youtube.com/watch?v=0N3Nc-i4vbk&list=RD0N3Nc-i4vbk&start_radio=1,2026-06-14 17:59:54.289721+00,en,Abather Alhalwachi,,
266,زيارة الإمام صاحب الزمان (عج),https://www.youtube.com/watch?v=0N3Nc-i4vbk&list=RD0N3Nc-i4vbk&start_radio=1,2026-06-14 17:59:54.289721+00,ar,Abather Alhalwachi,,
267,"Religious Trauma | Muharram 2026, Night One",https://youtu.be/lcoGEUCUxj8?si=pDpdwefw5gDQTAcV,2026-06-18 16:46:14.344388+00,en,Shaykh Mahdi Rastani,,
268,Muharram 2026 - 3. Tag,https://www.youtube.com/live/ZHx4SWiNlcI?si=AS3-FvVAQaeWvilp,2026-06-18 21:24:02.726105+00,de,Sayyid Maher El Ali,,
269,Night 1 - Muharram 1448/2026,https://www.youtube.com/live/YMn_U8O2LFE?si=ag1N-1wYlMgw-AWe,2026-06-18 21:52:35.11441+00,en,Al-Akbar Foundation,,
270,Night 2 - Muharram 1448/2026,https://www.youtube.com/live/qS_NLXnT2_c?si=0CSoMSJUIpwMkkPs,2026-06-18 21:52:35.11441+00,en,Al-Akbar Foundation,,
271,Night 3 - Muharram 1448/2026,https://www.youtube.com/live/ThGVZOz0bTA?si=V5OqmeWtpz10thNQ,2026-06-18 21:52:35.11441+00,en,Al-Akbar Foundation,,
